miRNA,PMID,Entrez Gene Id
hsa-miR-124,18461144,389816
hsa-miR-124,18042700,391370
hsa-miR-124,18461144,391824
hsa-miR-124,18042700,400818
hsa-miR-124,20042474,400818
hsa-miR-124,18042700,401236
hsa-miR-124,18461144,401606
hsa-miR-124,18042700,414777
hsa-miR-124,18461144,439982
hsa-miR-124,18042700,440670
hsa-miR-124,18042700,440675
hsa-miR-124,18461144,441019
hsa-miR-124,18461144,441243
hsa-miR-124,18461144,441371
hsa-miR-124,18042700,442270
hsa-miR-124,18461144,493869
hsa-miR-124,15685193,548645
hsa-miR-124,15685193,552891
hsa-miR-124,18042700,645203
hsa-miR-124,18042700,646808
hsa-miR-124,15685193,647886
hsa-miR-124,15685193,648603
hsa-miR-124,15685193,653888
hsa-miR-124,18042700,727826
hsa-miR-124,18042700,727997
hsa-miR-124,18042700,728115
hsa-miR-124,18042700,728138
hsa-miR-124,18042700,728592
hsa-miR-124,15685193,728675
hsa-miR-124,18042700,728675
hsa-miR-124,18042700,728841
hsa-miR-124,18042700,728912
hsa-miR-124,15685193,100128056
hsa-miR-124,18042700,100128056
hsa-miR-124,18042700,100130175
hsa-miR-124,18042700,100130633
hsa-miR-124,18042700,100132406
hsa-miR-124,18042700,100270710
hsa-miR-125b,17891175,865
hsa-miR-125b,17891175,1978
hsa-miR-125b,17891175,2872
hsa-miR-125b,17891175,3790
hsa-miR-125b,17891175,5471
hsa-miR-125b,17891175,6159
hsa-miR-125b,17891175,6310
hsa-miR-125b,17891175,6400
hsa-miR-125b,17891175,6541
hsa-miR-125b,17891175,6603
hsa-miR-125b,17891175,6774
hsa-miR-125b,17891175,9057
hsa-miR-125b,17891175,9781
hsa-miR-125b,17891175,10257
hsa-miR-125b,17891175,11313
hsa-miR-125b,17891175,22794
hsa-miR-125b,17891175,25989
hsa-miR-125b,17891175,26986
hsa-miR-125b,17891175,57530
hsa-miR-125b,17891175,84725
hsa-miR-125b,17891175,94241
hsa-miR-125b,17891175,113829
hsa-miR-125b,17891175,114294
hsa-miR-125b,17891175,140700
hsa-miR-125b,17891175,169714
hsa-miR-128,20042474,310
hsa-miR-128,20042474,1009
hsa-miR-128,20042474,1622
hsa-miR-128,20042474,3949
hsa-miR-128,20042474,4681
hsa-miR-128,20042474,10628
hsa-miR-128,20042474,26073
hsa-miR-128,20042474,26099
hsa-miR-128,20042474,53917
hsa-miR-128,20042474,359845
hsa-miR-128,20042474,100133632
hsa-miR-128a,17612493,204
hsa-miR-128a,17612493,444
hsa-miR-128a,17612493,865
hsa-miR-128a,17612493,2651
hsa-miR-128a,17612493,2683
hsa-miR-128a,17612493,3162
hsa-miR-128a,17612493,4001
hsa-miR-128a,17612493,4087
hsa-miR-128a,17612493,5814
hsa-miR-128a,17612493,6322
hsa-miR-128a,17612493,6738
hsa-miR-128a,17612493,6993
hsa-miR-128a,17612493,7325
hsa-miR-128a,17612493,7411
hsa-miR-128a,17612493,7922
hsa-miR-128a,17612493,8140
hsa-miR-128a,17612493,10389
hsa-miR-128a,17612493,10471
hsa-miR-128a,17612493,10978
hsa-miR-128a,17612493,22794
hsa-miR-128a,17612493,23456
hsa-miR-128a,17612493,23576
hsa-miR-128a,17612493,25907
hsa-miR-128a,17612493,26065
hsa-miR-128a,17612493,26099
hsa-miR-128a,17612493,54942
hsa-miR-128a,17612493,57472
hsa-miR-128a,17612493,64420
hsa-miR-128a,17612493,64925
hsa-miR-128a,17612493,80854
hsa-miR-128a,17612493,112574
hsa-miR-128a,17612493,118980
hsa-miR-128a,17612493,201266
hsa-miR-128a,17612493,285362
hsa-miR-132,17612493,757
hsa-miR-132,17612493,1490
hsa-miR-132,17612493,1655
hsa-miR-132,17612493,1852
hsa-miR-132,17612493,1968
hsa-miR-132,17612493,2764
hsa-miR-132,17612493,2965
hsa-miR-132,17612493,3612
hsa-miR-132,17612493,3925
hsa-miR-132,17612493,4001
hsa-miR-132,17612493,4254
hsa-miR-132,17612493,4664
hsa-miR-132,17612493,4673
hsa-miR-132,17612493,4683
hsa-miR-132,17612493,5534
hsa-miR-132,17612493,5814
hsa-miR-132,17612493,5921
hsa-miR-132,17612493,5925
hsa-miR-132,17612493,6388
hsa-miR-132,17612493,6606
hsa-miR-132,17612493,6607
hsa-miR-132,17612493,7266
hsa-miR-132,17612493,8140
hsa-miR-132,17612493,8539
hsa-miR-132,17612493,8776
hsa-miR-132,17612493,9467
hsa-miR-132,17612493,10438
hsa-miR-132,17612493,22834
hsa-miR-132,17612493,23002
hsa-miR-132,17612493,23219
hsa-miR-132,17612493,23264
hsa-miR-132,17612493,23271
hsa-miR-132,17612493,23413
hsa-miR-132,17612493,23443
hsa-miR-132,17612493,25798
hsa-miR-132,17612493,25842
hsa-miR-132,17612493,25963
hsa-miR-132,17612493,26065
hsa-miR-132,17612493,27043
hsa-miR-132,17612493,51099
hsa-miR-132,17612493,51496
hsa-miR-132,17612493,51585
hsa-miR-132,17612493,51763
hsa-miR-132,17612493,54765
hsa-miR-132,17612493,55366
hsa-miR-132,17612493,55871
hsa-miR-132,17612493,60496
hsa-miR-132,17612493,79003
hsa-miR-132,17612493,81555
hsa-miR-132,17612493,90268
hsa-miR-132,17612493,139285
hsa-miR-132,17612493,145773
hsa-miR-132,17612493,150468
hsa-miR-132,17612493,169200
hsa-miR-132,17612493,219902
hsa-miR-132,17612493,642521
hsa-miR-132,17612493,642538
hsa-miR-132,17612493,642812
hsa-miR-132,17612493,644019
hsa-miR-132,17612493,730010
hsa-miR-133a,17612493,396
hsa-miR-133a,17612493,467
hsa-miR-133a,17612493,481
hsa-miR-133a,17612493,595
hsa-miR-133a,17612493,627
hsa-miR-133a,17612493,668
hsa-miR-133a,17612493,861
hsa-miR-133a,17612493,938
hsa-miR-133a,17612493,961
hsa-miR-133a,17612493,1028
hsa-miR-133a,17612493,1070
hsa-miR-133a,17612493,1213
hsa-miR-133a,17612493,1265
hsa-miR-133a,17612493,1316
hsa-miR-133a,17612493,1337
hsa-miR-133a,17612493,1488
hsa-miR-133a,17612493,1491
hsa-miR-133a,17612493,1500
hsa-miR-133a,17612493,1649
hsa-miR-133a,17612493,1796
hsa-miR-133a,17612493,1808
hsa-miR-133a,17612493,1846
hsa-miR-133a,17612493,1906
hsa-miR-133a,17612493,2040
hsa-miR-133a,17612493,2512
hsa-miR-133a,17612493,2537
hsa-miR-133a,17612493,2619
hsa-miR-133a,17612493,2673
hsa-miR-133a,17612493,2781
hsa-miR-133a,17612493,2791
hsa-miR-133a,17612493,2920
hsa-miR-133a,17612493,3209
hsa-miR-133a,17612493,3429
hsa-miR-133a,17612493,3433
hsa-miR-133a,17612493,3434
hsa-miR-133a,17612493,3437
hsa-miR-133a,17612493,3566
hsa-miR-133a,17612493,3569
hsa-miR-133a,17612493,3575
hsa-miR-133a,17612493,3659
hsa-miR-133a,17612493,3669
hsa-miR-133a,17612493,3725
hsa-miR-133a,17612493,3727
hsa-miR-133a,17612493,3927
hsa-miR-133a,17612493,4071
hsa-miR-133a,17612493,4218
hsa-miR-133a,17612493,4222
hsa-miR-133a,17612493,4478
hsa-miR-133a,17612493,4627
hsa-miR-133a,17612493,4688
hsa-miR-133a,17612493,4739
hsa-miR-133a,17612493,4856
hsa-miR-133a,17612493,4938
hsa-miR-133a,17612493,4976
hsa-miR-133a,17612493,5174
hsa-miR-133a,17612493,5209
hsa-miR-133a,17612493,5329
hsa-miR-133a,17612493,5471
hsa-miR-133a,17612493,5715
hsa-miR-133a,17612493,5725
hsa-miR-133a,17612493,5728
hsa-miR-133a,17612493,5912
hsa-miR-133a,17612493,5997
hsa-miR-133a,17612493,6091
hsa-miR-133a,17612493,6303
hsa-miR-133a,17612493,6398
hsa-miR-133a,17612493,6526
hsa-miR-133a,17612493,6602
hsa-miR-133a,17612493,6713
hsa-miR-133a,17612493,6737
hsa-miR-133a,17612493,6788
hsa-miR-133a,17612493,6902
hsa-miR-133a,17612493,7046
hsa-miR-133a,17612493,7171
hsa-miR-133a,17612493,7325
hsa-miR-133a,17612493,7525
hsa-miR-133a,17612493,7884
hsa-miR-133a,17612493,7915
hsa-miR-133a,17612493,8322
hsa-miR-133a,17612493,8407
hsa-miR-133a,17612493,8638
hsa-miR-133a,17612493,8870
hsa-miR-133a,17612493,8934
hsa-miR-133a,17612493,9076
hsa-miR-133a,17612493,9223
hsa-miR-133a,17612493,9518
hsa-miR-133a,17612493,9636
hsa-miR-133a,17612493,9731
hsa-miR-133a,17612493,9784
hsa-miR-133a,17612493,9926
hsa-miR-133a,17612493,9969
hsa-miR-133a,17612493,10049
hsa-miR-133a,17612493,10092
hsa-miR-133a,17612493,10142
hsa-miR-133a,17612493,10144
hsa-miR-133a,17612493,10379
hsa-miR-133a,17612493,10389
hsa-miR-133a,17612493,10634
hsa-miR-133a,17612493,10827
hsa-miR-133a,17612493,11167
hsa-miR-133a,17612493,11191
hsa-miR-133a,17612493,11274
hsa-miR-133a,17612493,22836
hsa-miR-133a,17612493,22862
hsa-miR-133a,17612493,22903
hsa-miR-133a,17612493,22914
hsa-miR-133a,17612493,23204
hsa-miR-133a,17612493,23231
hsa-miR-133a,17612493,23332
hsa-miR-133a,17612493,23424
hsa-miR-133a,17612493,23603
hsa-miR-133a,17612493,23616
hsa-miR-133a,17612493,23670
hsa-miR-133a,17612493,23764
hsa-miR-133a,17612493,23780
hsa-miR-133a,17612493,25805
hsa-miR-133a,17612493,25840
hsa-miR-133a,17612493,26018
hsa-miR-133a,17612493,27244
hsa-miR-133a,17612493,27433
hsa-miR-133a,17612493,29128
hsa-miR-133a,17612493,29766
hsa-miR-133a,17612493,29843
hsa-miR-133a,17612493,29956
hsa-miR-133a,17612493,29957
hsa-miR-133a,17612493,30815
hsa-miR-133a,17612493,51191
hsa-miR-133a,17612493,51318
hsa-miR-133a,17612493,51496
hsa-miR-133a,17612493,54918
hsa-miR-133a,17612493,54964
hsa-miR-133a,17612493,54994
hsa-miR-133a,17612493,55076
hsa-miR-133a,17612493,55156
hsa-miR-133a,17612493,55198
hsa-miR-133a,17612493,55536
hsa-miR-133a,17612493,55601
hsa-miR-133a,17612493,55603
hsa-miR-133a,17612493,55650
hsa-miR-133a,17612493,55707
hsa-miR-133a,17612493,55832
hsa-miR-133a,17612493,56829
hsa-miR-133a,17612493,57007
hsa-miR-133a,17612493,57169
hsa-miR-133a,17612493,57175
hsa-miR-133a,17612493,57181
hsa-miR-133a,17612493,57189
hsa-miR-133a,17612493,57542
hsa-miR-133a,17612493,57559
hsa-miR-133a,17612493,57580
hsa-miR-133a,17612493,57587
hsa-miR-133a,17612493,58480
hsa-miR-133a,17612493,60509
hsa-miR-133a,17612493,64135
hsa-miR-133a,17612493,64282
hsa-miR-133a,17612493,64426
hsa-miR-133a,17612493,65220
hsa-miR-133a,17612493,79132
hsa-miR-133a,17612493,79693
hsa-miR-133a,17612493,79751
hsa-miR-133a,17612493,79875
hsa-miR-133a,17612493,80223
hsa-miR-133a,17612493,80727
hsa-miR-133a,17612493,81537
hsa-miR-133a,17612493,81555
hsa-miR-133a,17612493,83641
hsa-miR-133a,17612493,84159
hsa-miR-133a,17612493,84187
hsa-miR-133a,17612493,84250
hsa-miR-133a,17612493,84641
hsa-miR-133a,17612493,84951
hsa-miR-133a,17612493,84961
hsa-miR-133a,17612493,85013
hsa-miR-133a,17612493,85441
hsa-miR-133a,17612493,94097
hsa-miR-133a,17612493,94234
hsa-miR-133a,17612493,112950
hsa-miR-133a,17612493,121268
hsa-miR-133a,17612493,124739
hsa-miR-133a,17612493,140707
hsa-miR-133a,17612493,152002
hsa-miR-133a,17612493,154043
hsa-miR-133a,17612493,169200
hsa-miR-133a,17612493,169611
hsa-miR-133a,17612493,192683
hsa-miR-133a,17612493,200734
hsa-miR-133a,17612493,220077
hsa-miR-133a,17612493,222171
hsa-miR-133a,17612493,222658
hsa-miR-133a,17612493,252983
hsa-miR-133a,17612493,255967
hsa-miR-133a,17612493,283209
hsa-miR-133a,17612493,392437
hsa-miR-133a,17612493,553115
hsa-miR-133a,17612493,642132
hsa-miR-133a,17612493,729590
hsa-miR-133a,17612493,100133941
hsa-miR-141,17242205,51
hsa-miR-141,17242205,627
hsa-miR-141,17242205,994
hsa-miR-141,17242205,1021
hsa-miR-141,17242205,1605
hsa-miR-141,17242205,1808
hsa-miR-141,17242205,1979
hsa-miR-141,17242205,2673
hsa-miR-141,17242205,3032
hsa-miR-141,17242205,3796
hsa-miR-141,17242205,3930
hsa-miR-141,17242205,4154
hsa-miR-141,17242205,5160
hsa-miR-141,17242205,5250
hsa-miR-141,17242205,5347
hsa-miR-141,17242205,5495
hsa-miR-141,17242205,5501
hsa-miR-141,17242205,5504
hsa-miR-141,17242205,5631
hsa-miR-141,17242205,5885
hsa-miR-141,17242205,6009
hsa-miR-141,17242205,6431
hsa-miR-141,17242205,6629
hsa-miR-141,17242205,6632
hsa-miR-141,17242205,6782
hsa-miR-141,17242205,6996
hsa-miR-141,17242205,7037
hsa-miR-141,17242205,7046
hsa-miR-141,17242205,7266
hsa-miR-141,17242205,7528
hsa-miR-141,17242205,7803
hsa-miR-141,17242205,8091
hsa-miR-141,17242205,8226
hsa-miR-141,17242205,8394
hsa-miR-141,17242205,8496
hsa-miR-141,17242205,8649
hsa-miR-141,17242205,8760
hsa-miR-141,17242205,9123
hsa-miR-141,17242205,9218
hsa-miR-141,17242205,9232
hsa-miR-141,17242205,9874
hsa-miR-141,17242205,10092
hsa-miR-141,17242205,10109
hsa-miR-141,17242205,10112
hsa-miR-141,17242205,10166
hsa-miR-141,17242205,10221
hsa-miR-141,17242205,10363
hsa-miR-141,17242205,10428
hsa-miR-141,17242205,10434
hsa-miR-141,17242205,10558
hsa-miR-141,17242205,10588
hsa-miR-141,17242205,10617
hsa-miR-141,17242205,10671
hsa-miR-141,17242205,10672
hsa-miR-141,17242205,10933
hsa-miR-141,17242205,10938
hsa-miR-141,17242205,11332
hsa-miR-141,17242205,11334
hsa-miR-141,17242205,23264
hsa-miR-141,17242205,23390
hsa-miR-141,17242205,23466
hsa-miR-141,17242205,26099
hsa-miR-141,17242205,26959
hsa-miR-141,17242205,26994
hsa-miR-141,17242205,51022
hsa-miR-141,17242205,51029
hsa-miR-141,17242205,51124
hsa-miR-141,17242205,51133
hsa-miR-141,17242205,51170
hsa-miR-141,17242205,51379
hsa-miR-141,17242205,51421
hsa-miR-141,17242205,51528
hsa-miR-141,17242205,55669
hsa-miR-141,17242205,55700
hsa-miR-141,17242205,55802
hsa-miR-141,17242205,55890
hsa-miR-141,17242205,56180
hsa-miR-141,17242205,57181
hsa-miR-141,17242205,64112
hsa-miR-141,17242205,64718
hsa-miR-141,17242205,79180
hsa-miR-141,17242205,81562
hsa-miR-141,17242205,81611
hsa-miR-141,17242205,81930
hsa-miR-141,17242205,83636
hsa-miR-141,17242205,83931
hsa-miR-141,17242205,83956
hsa-miR-141,17242205,84243
hsa-miR-141,17242205,84324
hsa-miR-141,17242205,84928
hsa-miR-141,17242205,85027
hsa-miR-141,17242205,94241
hsa-miR-141,17242205,117143
hsa-miR-141,17242205,121260
hsa-miR-141,17242205,126695
hsa-miR-141,17242205,146330
hsa-miR-141,17242205,148479
hsa-miR-141,17242205,153830
hsa-miR-141,17242205,391358
hsa-miR-141,17242205,100133317
hsa-miR-142_3p,17612493,481
hsa-miR-142_3p,17612493,770
hsa-miR-142_3p,17612493,1073
hsa-miR-142_3p,17612493,1525
hsa-miR-142_3p,17612493,1605
hsa-miR-142_3p,17612493,1783
hsa-miR-142_3p,17612493,2295
hsa-miR-142_3p,17612493,2800
hsa-miR-142_3p,17612493,2803
hsa-miR-142_3p,17612493,3093
hsa-miR-142_3p,17612493,3209
hsa-miR-142_3p,17612493,3632
hsa-miR-142_3p,17612493,3685
hsa-miR-142_3p,17612493,4082
hsa-miR-142_3p,17612493,4891
hsa-miR-142_3p,17612493,5693
hsa-miR-142_3p,17612493,5718
hsa-miR-142_3p,17612493,5756
hsa-miR-142_3p,17612493,5879
hsa-miR-142_3p,17612493,6097
hsa-miR-142_3p,17612493,6120
hsa-miR-142_3p,17612493,6309
hsa-miR-142_3p,17612493,6502
hsa-miR-142_3p,17612493,6856
hsa-miR-142_3p,17612493,6924
hsa-miR-142_3p,17612493,7003
hsa-miR-142_3p,17612493,7046
hsa-miR-142_3p,17612493,7181
hsa-miR-142_3p,17612493,7259
hsa-miR-142_3p,17612493,7324
hsa-miR-142_3p,17612493,7525
hsa-miR-142_3p,17612493,8658
hsa-miR-142_3p,17612493,9069
hsa-miR-142_3p,17612493,9475
hsa-miR-142_3p,17612493,9522
hsa-miR-142_3p,17612493,9698
hsa-miR-142_3p,17612493,10434
hsa-miR-142_3p,17612493,10552
hsa-miR-142_3p,17612493,22836
hsa-miR-142_3p,17612493,22841
hsa-miR-142_3p,17612493,23142
hsa-miR-142_3p,17612493,23406
hsa-miR-142_3p,17612493,23673
hsa-miR-142_3p,17612493,26273
hsa-miR-142_3p,17612493,50862
hsa-miR-142_3p,17612493,51430
hsa-miR-142_3p,17612493,54443
hsa-miR-142_3p,17612493,54502
hsa-miR-142_3p,17612493,54906
hsa-miR-142_3p,17612493,54964
hsa-miR-142_3p,17612493,55038
hsa-miR-142_3p,17612493,55327
hsa-miR-142_3p,17612493,55740
hsa-miR-142_3p,17612493,55852
hsa-miR-142_3p,17612493,56902
hsa-miR-142_3p,17612493,57045
hsa-miR-142_3p,17612493,57179
hsa-miR-142_3p,17612493,57181
hsa-miR-142_3p,17612493,63905
hsa-miR-142_3p,17612493,64710
hsa-miR-142_3p,17612493,79042
hsa-miR-142_3p,17612493,79751
hsa-miR-142_3p,17612493,80267
hsa-miR-142_3p,17612493,80854
hsa-miR-142_3p,17612493,81831
hsa-miR-142_3p,17612493,84159
hsa-miR-142_3p,17612493,84312
hsa-miR-142_3p,17612493,84458
hsa-miR-142_3p,17612493,84925
hsa-miR-142_3p,17612493,91272
hsa-miR-142_3p,17612493,93380
hsa-miR-142_3p,17612493,93621
hsa-miR-142_3p,17612493,134553
hsa-miR-142_3p,17612493,148867
hsa-miR-142_3p,17612493,252983
hsa-miR-142_3p,17612493,284611
hsa-miR-142_3p,17612493,285636
hsa-miR-142_3p,17612493,286148
hsa-miR-142_3p,17612493,646243
hsa-miR-142_3p,17612493,728607
hsa-miR-142_3p,17612493,729020
hsa-miR-148b,17612493,93
hsa-miR-148b,17612493,444
hsa-miR-148b,17612493,757
hsa-miR-148b,17612493,858
hsa-miR-148b,17612493,2122
hsa-miR-148b,17612493,2920
hsa-miR-148b,17612493,2965
hsa-miR-148b,17612493,3157
hsa-miR-148b,17612493,3433
hsa-miR-148b,17612493,3638
hsa-miR-148b,17612493,4041
hsa-miR-148b,17612493,4286
hsa-miR-148b,17612493,5562
hsa-miR-148b,17612493,5621
hsa-miR-148b,17612493,6611
hsa-miR-148b,17612493,7580
hsa-miR-148b,17612493,9120
hsa-miR-148b,17612493,9334
hsa-miR-148b,17612493,10681
hsa-miR-148b,17612493,22903
hsa-miR-148b,17612493,22911
hsa-miR-148b,17612493,23204
hsa-miR-148b,17612493,23484
hsa-miR-148b,17612493,25776
hsa-miR-148b,17612493,26099
hsa-miR-148b,17612493,29128
hsa-miR-148b,17612493,51014
hsa-miR-148b,17612493,51035
hsa-miR-148b,17612493,51167
hsa-miR-148b,17612493,51199
hsa-miR-148b,17612493,54621
hsa-miR-148b,17612493,54749
hsa-miR-148b,17612493,55151
hsa-miR-148b,17612493,55662
hsa-miR-148b,17612493,56674
hsa-miR-148b,17612493,57142
hsa-miR-148b,17612493,57472
hsa-miR-148b,17612493,64400
hsa-miR-148b,17612493,66036
hsa-miR-148b,17612493,79596
hsa-miR-148b,17612493,79954
hsa-miR-148b,17612493,79956
hsa-miR-148b,17612493,90355
hsa-miR-148b,17612493,91404
hsa-miR-148b,17612493,121340
hsa-miR-148b,17612493,121457
hsa-miR-148b,17612493,127933
hsa-miR-148b,17612493,151647
hsa-miR-148b,17612493,154743
hsa-miR-148b,17612493,283209
hsa-miR-148b,17612493,284099
hsa-miR-148b,17612493,353376
hsa-miR-148b,17612493,440459
hsa-miR-148b,17612493,642590
hsa-miR-148b,17612493,646347
hsa-miR-148b,17612493,100130746
hsa-miR-155,19193853,571
hsa-miR-155,19193853,586
hsa-miR-155,19193853,1493
hsa-miR-155,19193853,1523
hsa-miR-155,19193853,2113
hsa-miR-155,19193853,3845
hsa-miR-155,19193853,7091
hsa-miR-155,19193853,7462
hsa-miR-155,19193853,7776
hsa-miR-155,19193853,9732
hsa-miR-155,19193853,9792
hsa-miR-155,19193853,9935
hsa-miR-155,19193853,10135
hsa-miR-155,19193853,10151
hsa-miR-155,19193853,10914
hsa-miR-155,19193853,10938
hsa-miR-155,19193853,23118
hsa-miR-155,19193853,23261
hsa-miR-155,19193853,25948
hsa-miR-155,19193853,57162
hsa-miR-155,19193853,57181
hsa-miR-155,19193853,153222
hsa-miR-15a,17242205,699
hsa-miR-15a,17242205,760
hsa-miR-15a,17242205,891
hsa-miR-15a,17242205,898
hsa-miR-15a,17242205,983
hsa-miR-15a,17242205,1021
hsa-miR-15a,17242205,1026
hsa-miR-15a,17242205,1058
hsa-miR-15a,17242205,1490
hsa-miR-15a,17242205,1591
hsa-miR-15a,17242205,2175
hsa-miR-15a,17242205,2673
hsa-miR-15a,17242205,3070
hsa-miR-15a,17242205,3397
hsa-miR-15a,17242205,3783
hsa-miR-15a,17242205,3988
hsa-miR-15a,17242205,4601
hsa-miR-15a,17242205,4609
hsa-miR-15a,17242205,4953
hsa-miR-15a,17242205,5110
hsa-miR-15a,17242205,5393
hsa-miR-15a,17242205,5538
hsa-miR-15a,17242205,5566
hsa-miR-15a,17242205,5836
hsa-miR-15a,17242205,5917
hsa-miR-15a,17242205,5993
hsa-miR-15a,17242205,6505
hsa-miR-15a,17242205,6659
hsa-miR-15a,17242205,6734
hsa-miR-15a,17242205,6895
hsa-miR-15a,17242205,6992
hsa-miR-15a,17242205,7025
hsa-miR-15a,17242205,7263
hsa-miR-15a,17242205,7335
hsa-miR-15a,17242205,7533
hsa-miR-15a,17242205,8091
hsa-miR-15a,17242205,8318
hsa-miR-15a,17242205,8370
hsa-miR-15a,17242205,8496
hsa-miR-15a,17242205,8760
hsa-miR-15a,17242205,8883
hsa-miR-15a,17242205,9048
hsa-miR-15a,17242205,9156
hsa-miR-15a,17242205,9493
hsa-miR-15a,17242205,9552
hsa-miR-15a,17242205,9689
hsa-miR-15a,17242205,9874
hsa-miR-15a,17242205,9961
hsa-miR-15a,17242205,10150
hsa-miR-15a,17242205,10284
hsa-miR-15a,17242205,10422
hsa-miR-15a,17242205,10465
hsa-miR-15a,17242205,10490
hsa-miR-15a,17242205,10608
hsa-miR-15a,17242205,10614
hsa-miR-15a,17242205,10712
hsa-miR-15a,17242205,10769
hsa-miR-15a,17242205,11339
hsa-miR-15a,17242205,22838
hsa-miR-15a,17242205,23321
hsa-miR-15a,17242205,23327
hsa-miR-15a,17242205,23397
hsa-miR-15a,17242205,25847
hsa-miR-15a,17242205,25977
hsa-miR-15a,17242205,26147
hsa-miR-15a,17242205,26276
hsa-miR-15a,17242205,26959
hsa-miR-15a,17242205,27113
hsa-miR-15a,17242205,29775
hsa-miR-15a,17242205,29893
hsa-miR-15a,17242205,51068
hsa-miR-15a,17242205,51147
hsa-miR-15a,17242205,51517
hsa-miR-15a,17242205,54206
hsa-miR-15a,17242205,54529
hsa-miR-15a,17242205,54926
hsa-miR-15a,17242205,55038
hsa-miR-15a,17242205,55052
hsa-miR-15a,17242205,55165
hsa-miR-15a,17242205,55585
hsa-miR-15a,17242205,55789
hsa-miR-15a,17242205,55872
hsa-miR-15a,17242205,57561
hsa-miR-15a,17242205,64112
hsa-miR-15a,17242205,64750
hsa-miR-15a,17242205,64768
hsa-miR-15a,17242205,65108
hsa-miR-15a,17242205,79065
hsa-miR-15a,17242205,79073
hsa-miR-15a,17242205,79075
hsa-miR-15a,17242205,79693
hsa-miR-15a,17242205,79801
hsa-miR-15a,17242205,80179
hsa-miR-15a,17242205,83596
hsa-miR-15a,17242205,83956
hsa-miR-15a,17242205,84270
hsa-miR-15a,17242205,84926
hsa-miR-15a,17242205,90809
hsa-miR-15a,17242205,94241
hsa-miR-15a,17242205,113130
hsa-miR-15a,17242205,127933
hsa-miR-15a,17242205,152007
hsa-miR-15b,17242205,23
hsa-miR-15b,17242205,58
hsa-miR-15b,17242205,332
hsa-miR-15b,17242205,580
hsa-miR-15b,17242205,595
hsa-miR-15b,17242205,699
hsa-miR-15b,17242205,760
hsa-miR-15b,17242205,891
hsa-miR-15b,17242205,898
hsa-miR-15b,17242205,983
hsa-miR-15b,17242205,1021
hsa-miR-15b,17242205,1058
hsa-miR-15b,17242205,1147
hsa-miR-15b,17242205,1663
hsa-miR-15b,17242205,1958
hsa-miR-15b,17242205,2146
hsa-miR-15b,17242205,2175
hsa-miR-15b,17242205,2673
hsa-miR-15b,17242205,2872
hsa-miR-15b,17242205,3070
hsa-miR-15b,17242205,3161
hsa-miR-15b,17242205,3397
hsa-miR-15b,17242205,3399
hsa-miR-15b,17242205,3417
hsa-miR-15b,17242205,3783
hsa-miR-15b,17242205,3833
hsa-miR-15b,17242205,3988
hsa-miR-15b,17242205,4172
hsa-miR-15b,17242205,4601
hsa-miR-15b,17242205,4998
hsa-miR-15b,17242205,5110
hsa-miR-15b,17242205,5347
hsa-miR-15b,17242205,5538
hsa-miR-15b,17242205,5984
hsa-miR-15b,17242205,5993
hsa-miR-15b,17242205,6241
hsa-miR-15b,17242205,6505
hsa-miR-15b,17242205,6632
hsa-miR-15b,17242205,6659
hsa-miR-15b,17242205,6856
hsa-miR-15b,17242205,6895
hsa-miR-15b,17242205,7025
hsa-miR-15b,17242205,7259
hsa-miR-15b,17242205,7263
hsa-miR-15b,17242205,7390
hsa-miR-15b,17242205,7398
hsa-miR-15b,17242205,7533
hsa-miR-15b,17242205,8019
hsa-miR-15b,17242205,8091
hsa-miR-15b,17242205,8318
hsa-miR-15b,17242205,8370
hsa-miR-15b,17242205,8635
hsa-miR-15b,17242205,8760
hsa-miR-15b,17242205,8883
hsa-miR-15b,17242205,9048
hsa-miR-15b,17242205,9055
hsa-miR-15b,17242205,9133
hsa-miR-15b,17242205,9144
hsa-miR-15b,17242205,9156
hsa-miR-15b,17242205,9212
hsa-miR-15b,17242205,9232
hsa-miR-15b,17242205,9493
hsa-miR-15b,17242205,9552
hsa-miR-15b,17242205,9589
hsa-miR-15b,17242205,9689
hsa-miR-15b,17242205,9833
hsa-miR-15b,17242205,9874
hsa-miR-15b,17242205,9918
hsa-miR-15b,17242205,9928
hsa-miR-15b,17242205,9961
hsa-miR-15b,17242205,10112
hsa-miR-15b,17242205,10150
hsa-miR-15b,17242205,10221
hsa-miR-15b,17242205,10284
hsa-miR-15b,17242205,10363
hsa-miR-15b,17242205,10383
hsa-miR-15b,17242205,10558
hsa-miR-15b,17242205,10560
hsa-miR-15b,17242205,10608
hsa-miR-15b,17242205,10614
hsa-miR-15b,17242205,10615
hsa-miR-15b,17242205,10712
hsa-miR-15b,17242205,10749
hsa-miR-15b,17242205,10797
hsa-miR-15b,17242205,11004
hsa-miR-15b,17242205,11041
hsa-miR-15b,17242205,11065
hsa-miR-15b,17242205,11202
hsa-miR-15b,17242205,11334
hsa-miR-15b,17242205,11339
hsa-miR-15b,17242205,22883
hsa-miR-15b,17242205,23168
hsa-miR-15b,17242205,23234
hsa-miR-15b,17242205,23279
hsa-miR-15b,17242205,23306
hsa-miR-15b,17242205,23321
hsa-miR-15b,17242205,23339
hsa-miR-15b,17242205,23397
hsa-miR-15b,17242205,23466
hsa-miR-15b,17242205,23499
hsa-miR-15b,17242205,23560
hsa-miR-15b,17242205,23576
